date,home_team,away_team,tournament,elo_diff,fifa_rank_diff,avg_goals_scored_last5,avg_goals_conceded_last5,form_points,wc_experience,is_neutral,h2h_win_rate,result
2012-02-29,Rwanda,Nigeria,African Cup of Nations qualification,-187.5,150.0,1.8,1.2,5.0,-4.0,0,0.5,1
2012-02-29,Congo,Uganda,African Cup of Nations qualification,-140.07,-2.0,-0.4,0.2,-3.0,0.0,0,0.5,2
2012-02-29,Burundi,Zimbabwe,African Cup of Nations qualification,-114.85,46.0,0.6,0.2,2.0,0.0,0,0.5,2
2012-02-29,Gambia,Algeria,African Cup of Nations qualification,-106.71,74.5,0.4,0.0,-2.0,-1.0,0,1.0,0
2012-02-29,Kenya,Togo,African Cup of Nations qualification,-47.41,-25.0,0.0,0.4,2.0,-1.0,0,0.5,2
2012-02-29,São Tomé and Príncipe,Sierra Leone,African Cup of Nations qualification,-49.64,25.5,-0.6,1.4,-3.0,0.0,0,0.5,2
2012-02-29,Chad,Malawi,African Cup of Nations qualification,-101.06,102.0,-0.2,1.2,-2.0,0.0,0,0.5,2
2012-02-29,Seychelles,DR Congo,African Cup of Nations qualification,-200.42,42.5,-2.2,1.8,-2.0,0.0,0,0.5,0
2012-02-29,Tanzania,Mozambique,African Cup of Nations qualification,-59.83,-27.0,-1.0,0.2,-3.0,0.0,0,0.6,1
2012-02-29,Madagascar,Cape Verde,African Cup of Nations qualification,-107.98,-30.5,-0.4,0.8,-4.0,0.0,0,0.5,0
2012-02-29,Liberia,Namibia,African Cup of Nations qualification,-11.89,-74.0,-1.2,1.4,-5.0,0.0,0,0.5,2
2012-02-29,Turkey,Slovakia,Friendly,117.21,-104.0,-0.2,-0.2,0.0,0.0,0,0.4,0
2012-02-29,Moldova,Belarus,Friendly,-160.67,3.0,0.4,0.2,-2.0,0.0,1,0.8,1
2012-02-29,Guinea-Bissau,Cameroon,African Cup of Nations qualification,-264.89,95.0,-0.6,0.2,-7.0,-5.0,0,0.5,0
2012-02-29,Malta,Liechtenstein,Friendly,10.37,-80.0,0.6,-1.0,-3.0,0.0,0,0.5,2
2012-02-29,Australia,Saudi Arabia,FIFA World Cup qualification,142.93,-3.0,1.6,-0.2,6.0,-2.0,0,0.3333,2
2012-02-29,Austria,Finland,Friendly,-18.53,-10.0,0.4,0.2,1.0,2.0,0,0.5,2
2012-02-29,Bahrain,Indonesia,FIFA World Cup qualification,88.4,-20.0,-0.2,-1.8,6.0,0.0,0,0.6667,2
2012-02-29,Mexico,Colombia,Friendly,76.28,-10.0,0.0,0.0,-1.0,2.0,1,0.3333,0
2012-02-29,Bolivia,Cuba,Friendly,-55.97,-57.0,0.4,-1.6,-2.0,1.0,0,0.5,2
2012-02-29,Chile,Ghana,Friendly,62.13,8.0,0.8,1.0,-1.0,0.0,1,0.5,1
2012-02-29,China PR,Jordan,FIFA World Cup qualification,71.3,-54.0,0.0,-0.4,-6.0,1.0,0,0.375,2
2012-02-29,Croatia,Sweden,Friendly,47.93,109.0,0.2,-0.6,-2.0,-1.0,0,0.3333,0
2012-02-29,Cyprus,Serbia,Friendly,-180.73,25.0,0.0,1.6,-7.0,-3.0,0,0.5,1
2012-02-29,Denmark,Russia,Friendly,28.4,1.0,0.6,0.4,0.0,0.0,0,0.5,0
2012-02-29,Ecuador,Honduras,Friendly,39.1,25.0,1.2,-1.0,1.0,1.0,0,0.3333,2
2012-02-29,Egypt,Niger,Friendly,311.63,-60.0,1.4,-1.0,4.0,1.0,1,0.5,2
2012-02-29,El Salvador,Estonia,Friendly,110.61,-82.0,2.0,-1.2,5.0,0.0,1,0.5,0
2012-02-29,England,Netherlands,Friendly,-52.13,-2.0,0.6,-0.8,1.0,0.0,0,0.2222,0
2012-02-29,Armenia,Canada,Friendly,-153.45,102.0,-0.4,1.0,-2.0,0.0,1,0.5,2
2012-02-29,Georgia,Albania,Friendly,-19.07,70.0,0.4,-0.4,0.0,0.0,0,0.6364,2
2012-02-29,Greece,Belgium,Friendly,86.78,14.0,-0.2,0.2,5.0,-2.0,0,1.0,1
2012-02-29,Guyana,Guatemala,Friendly,-13.71,45.0,-1.4,0.2,-5.0,0.0,0,0.5,0
2012-02-29,Hong Kong,Taiwan,Friendly,113.74,14.5,0.4,0.4,0.0,0.0,0,0.3333,2
2012-02-29,Hungary,Bulgaria,Friendly,20.77,10.0,1.8,-1.6,8.0,-2.0,0,0.6667,1
2012-02-29,Iran,Qatar,FIFA World Cup qualification,164.12,52.5,2.4,0.2,2.0,2.0,0,0.5,1
2012-02-29,Iraq,Singapore,FIFA World Cup qualification,157.95,-7.0,0.4,-1.8,12.0,0.0,1,0.6667,2
2012-02-29,Republic of Ireland,Czech Republic,Friendly,21.54,-98.5,-0.4,-0.2,1.0,2.0,0,0.7143,1
2012-02-29,Israel,Ukraine,Friendly,-96.41,-65.0,-0.4,0.2,3.0,-1.0,0,0.25,0
2012-02-29,Italy,United States,Friendly,66.58,-102.5,0.4,-0.4,4.0,0.0,0,0.4,0
2012-02-29,Ivory Coast,Guinea,Friendly,205.08,41.5,-0.4,-1.2,5.0,2.0,0,0.6667,1
2012-02-29,Japan,Uzbekistan,FIFA World Cup qualification,186.38,-11.0,2.0,-0.8,-3.0,4.0,0,0.5,0
2012-02-29,South Korea,Kuwait,FIFA World Cup qualification,133.42,33.5,1.4,0.4,2.0,6.0,0,0.6,2
2012-02-29,Latvia,Kazakhstan,Friendly,92.04,-54.0,-0.2,-1.0,3.0,0.0,1,0.5,1
2012-02-29,Luxembourg,North Macedonia,Friendly,-253.96,-44.0,-0.2,1.6,-1.0,0.0,0,0.5,2
2012-02-29,Germany,France,Friendly,114.58,-18.0,1.8,1.2,6.0,2.0,0,0.4,0
2012-02-29,Antigua and Barbuda,Trinidad and Tobago,Friendly,-59.93,47.0,0.6,-1.0,3.0,-1.0,0,0.8,0
2012-03-02,Egypt,DR Congo,Friendly,206.43,-83.5,-0.8,0.0,-2.0,1.0,1,0.6,1
2012-03-03,Martinique,Guadeloupe,Friendly,-45.64,0.0,0.0,-0.2,-2.0,0.0,0,0.6923,0
2012-03-03,Saint Kitts and Nevis,Antigua and Barbuda,Friendly,-47.12,-4.5,-1.2,0.4,-6.0,0.0,0,0.5714,2
2012-03-08,Nepal,Palestine,AFC Challenge Cup,-55.09,-35.0,-0.2,-1.4,-2.0,0.0,0,0.5,0
2012-03-08,Turkmenistan,Maldives,AFC Challenge Cup,80.87,-33.0,0.6,0.4,1.0,0.0,1,0.5,2
2012-03-09,India,Tajikistan,AFC Challenge Cup,-29.49,-12.0,2.0,-1.6,12.0,0.0,1,0.5,0
2012-03-09,North Korea,Philippines,AFC Challenge Cup,230.42,-52.5,-1.4,-0.4,0.0,1.0,1,0.5,2
2012-03-10,Nepal,Maldives,AFC Challenge Cup,-38.23,-14.0,-0.4,-1.0,0.0,0.0,0,0.5,0
2012-03-10,Palestine,Turkmenistan,AFC Challenge Cup,-62.23,54.0,-0.6,-0.2,0.0,0.0,1,0.5,1
2012-03-11,Tajikistan,North Korea,AFC Challenge Cup,-90.16,50.5,-0.4,2.6,-3.0,-1.0,1,0.3333,0
2012-03-11,Philippines,India,AFC Challenge Cup,-98.37,14.0,-0.2,-1.2,-8.0,0.0,1,0.5,2
2012-03-12,Maldives,Palestine,AFC Challenge Cup,-29.01,-21.0,0.2,1.4,1.0,0.0,1,0.5,0
2012-03-12,Nepal,Turkmenistan,AFC Challenge Cup,-147.3,19.0,-1.0,-1.0,-2.0,0.0,0,0.5,0
2012-03-13,North Korea,India,AFC Challenge Cup,167.81,-38.5,0.4,-2.0,1.0,1.0,1,0.3333,2
2012-03-13,Tajikistan,Philippines,AFC Challenge Cup,125.47,-2.0,-0.8,1.0,-3.0,0.0,1,0.5,0
2012-03-16,North Korea,Palestine,AFC Challenge Cup,170.55,-79.5,0.8,-0.2,5.0,1.0,1,0.5,2
2012-03-16,Turkmenistan,Philippines,AFC Challenge Cup,107.63,-27.0,0.0,1.0,-2.0,0.0,1,0.5,2
2012-03-19,Turkmenistan,North Korea,AFC Challenge Cup,-114.79,25.5,-0.6,1.0,-3.0,-1.0,1,0.2,0
2012-03-19,Philippines,Palestine,AFC Challenge Cup,-55.73,-27.0,0.0,0.8,1.0,0.0,1,0.5,2
2012-03-21,Chile,Peru,Copa del Pacífico,130.86,-31.0,0.2,0.4,0.0,2.0,0,0.7143,2
2012-03-21,French Guiana,Guyana,Friendly,-102.3,-23.5,1.0,-0.2,-6.0,0.0,0,0.1667,2
2012-03-21,Jamaica,Costa Rica,Friendly,43.62,30.0,0.4,0.2,6.0,-2.0,0,0.4667,1
2012-03-22,French Guiana,Guyana,Friendly,-76.57,-23.5,1.4,-0.4,-6.0,0.0,0,0.2857,0
2012-03-24,Alderney,Guernsey,Muratti Vase,-355.03,0.0,-3.2,2.8,-12.0,0.0,0,0.2308,0
2012-03-29,Egypt,Uganda,Friendly,128.55,-71.0,0.4,-1.0,0.0,1.0,1,0.875,2
2012-03-30,Occitania,Sápmi,Friendly,-6.8,0.0,1.2,-1.8,2.0,0.0,0,0.5,2
2012-03-31,Egypt,Chad,Friendly,329.82,-134.0,0.2,-1.6,0.0,1.0,1,0.5,2
2012-04-07,Guadeloupe,Martinique,Friendly,63.03,0.0,0.2,0.0,2.0,0.0,0,0.6429,0
2012-04-11,Costa Rica,Honduras,Friendly,9.22,-3.0,0.4,-0.8,-1.0,2.0,0,0.3571,1
2012-04-11,Peru,Chile,Copa del Pacífico,-146.86,31.0,-0.6,0.8,-3.0,-2.0,0,0.7273,0
2012-04-12,Egypt,Nigeria,Friendly,45.59,8.0,1.6,0.2,-2.0,-3.0,1,0.4,2
2012-04-15,Egypt,Mauritania,Friendly,396.88,-113.0,1.6,-1.8,4.0,1.0,1,0.5,2
2012-04-17,Egypt,Iraq,Friendly,105.01,-61.0,0.0,0.0,-8.0,1.0,1,0.5,1
2012-04-18,Iran,Mauritania,Friendly,408.06,-29.5,2.6,-1.2,6.0,2.0,0,0.5,2
2012-04-25,Guatemala,Paraguay,Friendly,-153.96,15.0,1.2,-0.4,11.0,-4.0,0,0.25,0
2012-04-28,Malaysia,Sri Lanka,Friendly,153.1,-70.0,0.0,0.0,0.0,0.0,0,0.5,2
2012-05-02,Iran,Mozambique,Friendly,263.68,-2.5,0.4,0.6,-1.0,2.0,0,0.5,2
2012-05-02,Martinique,Guyana,Friendly,21.77,-23.5,0.0,-0.2,-8.0,0.0,0,0.5,1
2012-05-04,Guadeloupe,Guyana,Friendly,60.58,-23.5,-0.8,-0.4,-6.0,0.0,0,0.3333,0
2012-05-05,Sealand,Chagos Islands,Friendly,-9.62,0.0,-4.0,1.0,0.0,0.0,1,0.5,0
2012-05-06,Jersey,Guernsey,Muratti Vase,41.47,0.0,-1.6,-1.2,0.0,0.0,0,0.5,0
2012-05-11,Lebanon,Egypt,Friendly,-284.66,140.0,-1.2,0.6,3.0,-1.0,0,0.5,0
2012-05-16,Angola,Zambia,Friendly,-50.52,70.0,0.0,0.8,-1.0,1.0,0,0.4,1
2012-05-18,Lebanon,Jordan,Friendly,-156.48,51.0,-0.4,0.2,1.0,0.0,0,0.3333,0
2012-05-18,Jamaica,Guyana,Friendly,130.57,-61.0,0.4,-0.4,0.0,1.0,0,0.5,2
2012-05-20,Egypt,Cameroon,Friendly,84.19,-1.0,1.4,-0.2,-3.0,-4.0,1,0.5455,2
2012-05-20,Panama,Guyana,Friendly,99.95,-8.0,0.8,-0.4,2.0,0.0,0,0.5,2
2012-05-22,Albania,Qatar,Friendly,-144.81,34.0,-1.4,0.6,-8.0,0.0,1,0.5,2
2012-05-22,Egypt,Togo,Friendly,299.55,-80.0,1.6,-0.2,0.0,0.0,1,0.8,2
2012-05-22,Latvia,Poland,Friendly,-214.55,79.0,-0.4,-0.4,1.0,-2.0,1,0.25,0
2012-05-23,Peru,Nigeria,Friendly,-77.3,65.0,-0.4,2.0,-6.0,-4.0,0,0.5,2
2012-05-23,Venezuela,Moldova,Friendly,247.24,-24.0,-0.4,1.2,4.0,0.0,0,0.5,2
2012-05-23,Japan,Azerbaijan,Friendly,360.77,-104.0,1.8,-0.4,3.0,4.0,0,0.5,2
2012-05-23,Libya,Rwanda,Friendly,38.33,-26.0,-1.2,0.0,-3.0,0.0,1,0.5,2
2012-05-23,El Salvador,New Zealand,Friendly,5.44,-20.0,2.0,-1.6,8.0,-1.0,1,0.5,1
2012-05-23,Botswana,Lesotho,Friendly,158.38,-3.0,0.0,0.8,-7.0,0.0,0,0.2941,2
2012-05-23,Iraq,Sierra Leone,Friendly,196.52,3.0,1.2,-0.6,8.0,0.0,1,0.5,2
2012-05-24,Georgia,Turkey,Friendly,-214.15,114.0,0.6,-0.6,-4.0,-1.0,1,0.5,0
2012-05-25,Belgium,Montenegro,Friendly,54.6,-182.0,0.8,-0.4,7.0,4.0,0,0.5,1
2012-05-25,Costa Rica,Guatemala,Friendly,69.43,-46.0,-1.0,-0.4,-11.0,3.0,0,0.65,2
2012-05-25,Croatia,Estonia,Friendly,286.73,-19.0,0.2,-0.6,0.0,3.0,0,0.2857,2
2012-05-25,Morocco,Senegal,Friendly,25.43,-10.0,0.6,0.0,1.0,1.0,0,0.6364,0
2012-05-25,Russia,Uruguay,Friendly,-82.72,-8.0,-0.2,-0.6,0.0,0.0,0,0.5,1
2012-05-26,Mozambique,Namibia,Friendly,71.61,-51.0,0.2,0.8,1.0,0.0,1,0.5,1
2012-05-26,Netherlands,Bulgaria,Friendly,331.11,-19.0,0.8,-0.6,8.0,3.0,0,0.5,0
2012-05-26,Norway,England,Friendly,-141.22,9.0,0.2,0.4,-2.0,-3.0,0,0.25,0
2012-05-26,Poland,Slovakia,Friendly,102.39,-126.0,0.4,-0.8,1.0,1.0,1,0.5,2
2012-05-26,United States,Scotland,Friendly,107.22,81.5,0.0,-0.4,2.0,4.0,0,0.25,2
2012-05-26,Spain,Serbia,Friendly,315.53,-32.0,2.0,-0.2,7.0,3.0,1,0.2,2
2012-05-26,Switzerland,Germany,Friendly,-201.6,11.0,-1.8,-0.4,-7.0,-3.0,0,0.3333,2
2012-05-26,Tanzania,Malawi,Friendly,-36.03,27.0,-0.4,0.0,-1.0,0.0,0,0.4375,1
2012-05-26,Portugal,North Macedonia,Friendly,300.11,-114.0,1.6,0.0,6.0,3.0,0,0.5,1
2012-05-26,Jordan,Sierra Leone,Friendly,174.88,31.0,0.8,0.4,2.0,0.0,0,0.5,2
2012-05-26,Guinea,Cameroon,Friendly,-67.41,41.0,0.2,-0.2,-2.0,-5.0,1,0.4286,0
2012-05-26,Honduras,New Zealand,Friendly,50.42,-30.0,0.0,-1.4,-2.0,0.0,1,0.5,0
2012-05-26,Republic of Ireland,Bosnia and Herzegovina,Friendly,107.84,-165.0,0.2,-1.2,3.0,3.0,0,0.5,2
2012-05-26,Greece,Slovenia,Friendly,118.97,-100.0,0.4,-0.2,6.0,0.0,1,0.25,1
2012-05-26,Finland,Turkey,Friendly,-138.52,2.0,0.2,0.6,-1.0,-1.0,1,0.0,2
2012-05-26,El Salvador,Moldova,Friendly,191.06,-99.0,1.8,-0.4,12.0,0.0,1,0.5,2
2012-05-26,Denmark,Brazil,Friendly,-193.3,6.0,0.2,0.6,4.0,-3.0,1,0.5,0
2012-05-26,Czech Republic,Israel,Friendly,102.21,40.5,0.0,-1.4,1.0,1.0,1,0.5,2
2012-05-26,Burkina Faso,Benin,Friendly,68.87,-30.0,-0.4,-0.4,2.0,0.0,0,0.4286,1
2012-05-26,Algeria,Niger,Friendly,170.02,-51.0,0.8,-0.2,7.0,1.0,0,0.5,2
2012-05-27,Oman,Lebanon,Friendly,210.01,-45.0,0.6,-1.6,-3.0,0.0,0,0.25,1
2012-05-27,Mexico,Wales,Friendly,200.18,-3.0,0.0,0.4,-6.0,5.0,1,0.5,2
2012-05-27,Jamaica,Panama,Friendly,36.24,-53.0,0.2,0.0,-2.0,1.0,0,0.25,0
2012-05-27,Tunisia,Rwanda,Friendly,122.18,-125.0,0.0,0.0,-2.0,3.0,0,0.6667,2
2012-05-27,Chad,Libya,Friendly,-161.49,18.0,0.2,1.0,-1.0,0.0,1,1.0,0
2012-05-27,Albania,Iran,Friendly,-289.33,-18.5,-1.8,0.0,-8.0,-2.0,1,0.5,2
2012-05-27,France,Iceland,Friendly,361.94,-27.0,0.2,-1.8,5.0,4.0,0,0.5,2
2012-05-28,Iraq,Botswana,Friendly,146.29,-57.0,1.2,-1.2,14.0,0.0,1,0.5,1
2012-05-28,Qatar,Palestine,Friendly,166.61,-132.0,0.0,-0.4,2.0,0.0,0,0.5,1
2012-05-28,Ukraine,Estonia,Friendly,223.99,-3.0,1.8,-0.8,-4.0,1.0,1,0.3333,2
2012-05-29,Bulgaria,Turkey,Friendly,-74.68,-16.0,-0.4,0.0,-3.0,1.0,1,0.6667,0
2012-05-29,Lithuania,Russia,Friendly,-242.89,85.0,-1.4,0.8,-12.0,-3.0,1,0.5,1
2012-05-29,Angola,North Macedonia,Friendly,86.08,-45.0,0.8,-0.2,6.0,1.0,1,0.5,1
2012-05-30,Azerbaijan,Andorra,Friendly,249.46,-17.0,1.2,-1.4,4.0,0.0,1,0.0,1
2012-05-30,Chad,Rwanda,Friendly,-104.4,-8.0,0.0,-0.2,-4.0,0.0,1,0.5,1
2012-05-30,Netherlands,Slovakia,Friendly,310.18,-139.0,0.6,0.4,5.0,4.0,0,0.5,2
2012-05-30,Spain,South Korea,Friendly,178.81,-89.5,0.2,-0.2,5.0,0.0,1,0.25,2
2012-05-30,Sweden,Iceland,Friendly,324.5,-42.0,0.0,-1.4,8.0,4.0,0,0.4286,2
2012-05-30,Switzerland,Romania,Friendly,48.11,1.0,-0.2,0.2,-1.0,0.0,0,0.5,0
2012-05-30,United States,Brazil,Friendly,-181.32,101.5,0.0,0.0,0.0,0.0,0,0.2667,0
2012-05-31,Mexico,Bosnia and Herzegovina,Friendly,153.26,-146.0,0.8,-1.0,-2.0,5.0,1,0.5,2
2012-05-31,Germany,Israel,Friendly,271.55,-63.0,1.4,0.4,6.0,6.0,0,0.5,2
2012-05-31,Armenia,Greece,Friendly,-241.2,128.0,1.2,-0.2,-4.0,-2.0,1,0.3333,0
2012-05-31,France,Serbia,Friendly,156.42,-28.0,1.0,-0.4,1.0,1.0,0,0.6667,2
2012-06-01,Vanuatu,New Caledonia,Oceania Nations Cup,-31.7,-27.0,-0.8,0.8,0.0,0.0,1,0.4444,0
2012-06-01,Samoa,Tahiti,Oceania Nations Cup,-74.43,54.0,-4.4,1.0,0.0,0.0,1,0.5,0
2012-06-01,Panama,Jamaica,Friendly,-14.16,53.0,-0.2,-0.2,2.0,-1.0,0,0.2222,2
2012-06-01,Malaysia,Philippines,Friendly,52.95,-66.0,0.2,0.4,-5.0,0.0,0,0.8333,1
2012-06-01,Latvia,Lithuania,Baltic Cup,-20.03,6.0,-0.2,-0.2,6.0,0.0,1,0.5,2
2012-06-01,Italy,Russia,Friendly,63.17,-6.0,-0.8,0.2,0.0,3.0,1,0.4286,0
2012-06-01,Puerto Rico,Nicaragua,Friendly,41.51,-32.0,0.0,-0.6,2.0,0.0,0,0.5,2
2012-06-01,Guatemala,Costa Rica,Friendly,-85.48,46.0,0.4,0.8,11.0,-3.0,0,0.6667,2
2012-06-01,Ghana,Lesotho,FIFA World Cup qualification,358.98,-103.0,0.2,0.0,-1.0,2.0,0,0.6,2
2012-06-01,Estonia,Finland,Baltic Cup,-72.37,88.0,-0.8,0.6,6.0,0.0,0,0.1429,0
2012-06-01,Egypt,Mozambique,FIFA World Cup qualification,271.04,-86.0,1.2,-0.6,-3.0,1.0,0,0.5,2
2012-06-01,Czech Republic,Hungary,Friendly,115.85,68.5,0.2,0.0,0.0,1.0,0,0.5,0
2012-06-01,Austria,Ukraine,Friendly,-171.5,-95.0,-1.2,-0.4,-1.0,1.0,0,0.5,2
2012-06-01,Hong Kong,Singapore,Friendly,-37.42,30.0,2.0,-1.0,5.0,0.0,0,0.3333,2
2012-06-01,Kazakhstan,Kyrgyzstan,Friendly,31.59,48.5,-0.2,-0.8,1.0,0.0,0,0.6,2
2012-06-02,Senegal,Liberia,FIFA World Cup qualification,186.96,-33.0,0.2,-0.2,-1.0,1.0,0,0.4286,2
2012-06-02,Norway,Croatia,Friendly,-91.67,-99.0,-0.2,0.4,-1.0,-1.0,0,0.5,1
2012-06-02,Poland,Andorra,Friendly,528.32,-167.0,0.8,-1.8,6.0,2.0,0,0.5,2
2012-06-02,Portugal,Turkey,Friendly,97.92,-9.0,-0.2,-0.4,5.0,2.0,0,0.6667,0
2012-06-02,Sierra Leone,Cape Verde,FIFA World Cup qualification,-88.61,-25.5,-1.6,0.6,-2.0,0.0,0,0.6667,2
2012-06-02,Sudan,Zambia,FIFA World Cup qualification,-113.37,79.0,-0.2,1.4,-4.0,0.0,0,0.4,0
2012-06-02,Tunisia,Equatorial Guinea,FIFA World Cup qualification,196.85,-113.0,1.2,0.2,3.0,3.0,0,0.5,2
2012-06-02,Uruguay,Venezuela,FIFA World Cup qualification,159.87,-109.0,0.6,-1.6,6.0,3.0,0,0.5263,1
2012-06-02,Luxembourg,Malta,Friendly,-13.95,30.0,0.0,0.2,2.0,0.0,0,0.3333,0
2012-06-02,Solomon Islands,Papua New Guinea,Oceania Nations Cup,118.14,-43.0,-2.6,0.0,-1.0,0.0,0,0.6,2
2012-06-02,Kenya,Malawi,FIFA World Cup qualification,-35.61,23.0,0.2,0.8,4.0,0.0,0,0.5,1
2012-06-02,Netherlands,Northern Ireland,Friendly,438.96,-36.0,0.8,-1.2,7.0,5.0,0,0.5,2
2012-06-02,Gambia,Morocco,FIFA World Cup qualification,-161.1,63.5,0.2,0.2,-3.0,-2.0,0,0.25,1
2012-06-02,Ivory Coast,Tanzania,FIFA World Cup qualification,344.56,24.5,0.8,-1.0,9.0,2.0,0,0.5,2
2012-06-02,Algeria,Rwanda,FIFA World Cup qualification,93.63,-133.0,1.0,-1.6,-1.0,1.0,0,0.5,2
2012-06-02,Bolivia,Chile,FIFA World Cup qualification,-279.13,40.0,-1.0,0.4,-11.0,-1.0,0,0.4375,0
2012-06-02,Burkina Faso,Congo,FIFA World Cup qualification,28.29,7.0,-1.2,1.4,-6.0,0.0,0,0.75,0
2012-06-02,Cameroon,DR Congo,FIFA World Cup qualification,131.98,-82.5,-1.0,0.4,1.0,5.0,0,0.4,2
2012-06-02,Argentina,Ecuador,FIFA World Cup qualification,149.25,-55.0,0.4,0.6,1.0,4.0,0,0.6923,2
2012-06-02,Denmark,Australia,Friendly,-85.03,-36.0,-1.2,0.8,1.0,1.0,0,0.5,2
2012-06-02,El Salvador,Honduras,Friendly,-28.86,10.0,1.2,0.0,10.0,-1.0,1,0.5,0
2012-06-02,England,Belgium,Friendly,221.92,-12.0,0.2,-0.4,3.0,1.0,0,0.6667,2
2012-06-02,Fiji,New Zealand,Oceania Nations Cup,32.94,36.0,2.4,-1.2,2.0,-1.0,1,0.6667,0
2012-06-02,Central African Republic,Botswana,FIFA World Cup qualification,-89.98,9.0,-0.6,-0.4,6.0,0.0,0,0.5,2
2012-06-03,Peru,Colombia,FIFA World Cup qualification,-84.58,43.0,-1.0,1.0,-4.0,-3.0,0,0.35,0
2012-06-03,Zimbabwe,Guinea,FIFA World Cup qualification,-76.03,-9.0,-1.0,0.2,-2.0,0.0,0,0.5,0
2012-06-03,Vanuatu,Samoa,Oceania Nations Cup,101.65,-18.0,2.8,-1.8,5.0,0.0,1,0.5,2
2012-06-03,Uzbekistan,Iran,FIFA World Cup qualification,-122.6,-27.5,-0.6,0.2,4.0,-2.0,0,0.3333,0
2012-06-03,Togo,Libya,FIFA World Cup qualification,-116.21,-36.0,-0.8,0.8,-1.0,1.0,0,0.8,1
2012-06-03,Tahiti,New Caledonia,Oceania Nations Cup,-61.92,-63.0,2.4,0.4,-2.0,0.0,1,0.3077,2
2012-06-03,Spain,China PR,Friendly,257.19,-41.0,0.8,0.2,9.0,5.0,0,0.5,2
2012-06-03,South Africa,Ethiopia,FIFA World Cup qualification,191.43,39.0,-1.0,-0.2,0.0,3.0,0,0.5,1
2012-06-03,Puerto Rico,Nicaragua,Friendly,59.14,-32.0,0.6,-0.6,2.0,0.0,0,1.0,1
2012-06-03,Nigeria,Namibia,FIFA World Cup qualification,250.6,-145.0,0.0,0.6,0.0,4.0,0,0.5,2
2012-06-03,Finland,Latvia,Baltic Cup,88.38,-55.0,0.6,1.4,-3.0,0.0,1,0.4,1
2012-06-03,Mexico,Brazil,Friendly,-161.38,22.0,-0.8,0.2,-3.0,-1.0,1,0.4762,2
2012-06-03,Lebanon,Qatar,FIFA World Cup qualification,-127.2,109.0,-0.2,1.4,1.0,0.0,0,1.0,0
2012-06-03,Jordan,Iraq,FIFA World Cup qualification,-22.06,28.0,0.2,1.2,-6.0,0.0,0,0.2917,1
2012-06-03,Japan,Oman,FIFA World Cup qualification,116.77,-50.0,-0.2,-0.2,0.0,4.0,0,0.4286,2
2012-06-03,Estonia,Lithuania,Baltic Cup,2.54,39.0,0.8,0.0,6.0,0.0,0,0.3529,2
2012-06-03,Canada,United States,Friendly,-152.23,-47.5,0.6,-0.4,2.0,-6.0,0,0.5455,1
2012-06-03,Benin,Mali,FIFA World Cup qualification,-135.29,58.0,0.0,1.0,-5.0,0.0,0,0.375,2
2012-06-03,Angola,Uganda,FIFA World Cup qualification,-25.61,10.0,-0.8,-0.6,3.0,1.0,0,0.6667,1
2012-06-03,Niger,Gabon,FIFA World Cup qualification,-206.09,26.0,-1.2,1.2,-8.0,0.0,0,0.75,2
2012-06-04,Northern Cyprus,Darfur,Viva World Cup,69.72,0.0,4.8,0.8,15.0,0.0,1,0.5,2
2012-06-04,Zanzibar,Raetia,Viva World Cup,-32.5,0.0,0.4,-10.3,5.0,0.0,1,0.5,2
2012-06-04,Iraqi Kurdistan,Western Sahara,Viva World Cup,30.86,0.0,1.8,1.4,9.0,3.0,0,0.5,2
2012-06-04,Papua New Guinea,New Zealand,Oceania Nations Cup,-133.02,109.0,3.2,-0.6,-2.0,-1.0,1,1.0,0
2012-06-04,Hungary,Republic of Ireland,Friendly,-122.79,30.0,0.0,0.2,-1.0,-3.0,0,0.5,1
2012-06-04,Solomon Islands,Fiji,Oceania Nations Cup,-3.64,30.0,0.6,-0.2,6.0,0.0,0,0.5,1
2012-06-05,Darfur,Provence,Viva World Cup,55.31,0.0,-1.4,11.8,-1.0,-3.0,1,0.5,0
2012-06-05,Turkey,Ukraine,Friendly,-14.11,-87.0,-0.6,-0.4,-1.0,0.0,1,0.2,2
2012-06-05,Raetia,Tamil Eelam,Viva World Cup,-38.74,0.0,0.6667,9.6667,0.0,0.0,1,0.5,2
2012-06-05,Western Sahara,Occitania,Viva World Cup,-46.85,0.0,-3.8,4.8,-9.0,-3.0,1,0.5,0
2012-06-05,Tahiti,Vanuatu,Oceania Nations Cup,-1.73,-36.0,2.8,0.6,0.0,0.0,1,0.5,2
2012-06-05,Armenia,Kazakhstan,Friendly,64.92,6.0,0.0,-0.4,5.0,0.0,0,0.25,2
2012-06-05,Philippines,Indonesia,Friendly,-99.04,49.0,1.2,-3.0,9.0,0.0,0,0.875,1
2012-06-05,New Caledonia,Samoa,Oceania Nations Cup,150.31,9.0,1.6,-1.8,2.0,0.0,1,0.5,2
2012-06-05,France,Estonia,Friendly,314.25,-113.0,0.6,-1.2,2.0,4.0,0,0.5,2
2012-06-05,Austria,Romania,Friendly,-98.14,23.0,0.2,0.4,-4.0,-1.0,0,0.5,1
2012-06-05,Sweden,Serbia,Friendly,123.01,-43.0,1.2,0.0,4.0,1.0,0,0.5,2
2012-06-06,Papua New Guinea,Fiji,Oceania Nations Cup,-146.4,73.0,3.0,0.4,0.0,0.0,1,0.4444,1
