date,home_team,away_team,tournament,elo_diff,fifa_rank_diff,avg_goals_scored_last5,avg_goals_conceded_last5,form_points,wc_experience,is_neutral,h2h_win_rate,result
2003-10-11,Croatia,Bulgaria,UEFA Euro qualification,29.0,87.0,-0.8,0.8,1.0,0.0,0,0.5,2
2003-10-11,Niger,Algeria,FIFA World Cup qualification,-110.39,51.0,-0.2,0.6,-3.0,0.0,0,0.5,0
2003-10-11,Equatorial Guinea,Togo,FIFA World Cup qualification,-149.51,50.0,-1.6,1.0,-7.0,0.0,0,0.5,2
2003-10-11,France,Israel,UEFA Euro qualification,305.56,-45.0,1.2,-0.8,10.0,2.0,0,0.2,2
2003-10-11,Germany,Iceland,UEFA Euro qualification,221.69,-45.0,-0.4,-0.4,-1.0,4.0,0,0.5,2
2003-10-11,Greece,Northern Ireland,UEFA Euro qualification,235.85,-12.0,1.4,-0.4,13.0,1.0,0,0.5,2
2003-10-11,Hungary,Poland,UEFA Euro qualification,-105.72,16.0,1.6,0.2,0.0,-1.0,0,0.5,0
2003-10-11,Italy,Azerbaijan,UEFA Euro qualification,422.81,-168.0,1.0,-2.0,6.0,4.0,0,0.5,2
2003-10-11,Liechtenstein,Slovakia,UEFA Euro qualification,-293.49,7.0,0.0,0.8,-7.0,0.0,0,0.6667,0
2003-10-11,Madagascar,Benin,FIFA World Cup qualification,27.24,-53.0,-1.0,1.8,-9.0,0.0,0,0.5,1
2003-10-11,Finland,Canada,Friendly,-8.82,-13.0,0.0,-1.0,-1.0,0.0,0,0.5,2
2003-10-12,Malaysia,Bahrain,AFC Asian Cup qualification,-61.36,3.0,-0.4,-1.4,-2.0,0.0,0,0.5,1
2003-10-12,Rwanda,Namibia,FIFA World Cup qualification,196.74,5.0,-0.2,-1.0,7.0,0.0,0,0.5,2
2003-10-12,Chad,Angola,FIFA World Cup qualification,-104.86,53.0,-1.6,0.4,-1.0,0.0,0,0.5,2
2003-10-12,Zimbabwe,Mauritania,FIFA World Cup qualification,277.67,-80.0,1.6,-2.0,13.0,0.0,0,0.5,2
2003-10-12,Iraq,Myanmar,AFC Asian Cup qualification,181.75,-70.0,-0.2,-0.6,5.0,0.0,1,0.5,2
2003-10-12,Eswatini,Cape Verde,FIFA World Cup qualification,-94.25,-0.5,-0.4,1.4,0.0,0.0,0,0.5,1
2003-10-12,Iran,New Zealand,Friendly,94.34,34.5,1.0,-1.2,0.0,1.0,0,0.5,2
2003-10-12,Brazil,Jamaica,Friendly,232.0,-64.0,0.4,-1.0,5.0,3.0,1,0.5,2
2003-10-12,Gambia,Liberia,FIFA World Cup qualification,-13.27,20.5,0.4,0.4,1.0,0.0,0,0.5,2
2003-10-12,Ethiopia,Malawi,FIFA World Cup qualification,17.02,32.0,-0.2,-1.8,5.0,0.0,0,0.5,0
2003-10-12,Congo,Sierra Leone,FIFA World Cup qualification,-2.68,11.0,-0.4,0.6,1.0,0.0,0,0.5,2
2003-10-12,Burundi,Gabon,FIFA World Cup qualification,-98.05,45.0,-1.4,1.8,-6.0,0.0,0,0.5,1
2003-10-12,Guinea,Mozambique,FIFA World Cup qualification,99.31,-44.0,0.6,-1.2,2.0,0.0,0,0.5,2
2003-10-13,Bhutan,Indonesia,AFC Asian Cup qualification,-200.76,92.0,-0.4,1.6,-6.0,0.0,1,0.5,0
2003-10-13,Saudi Arabia,Yemen,AFC Asian Cup qualification,263.45,-67.0,1.6,-3.6,9.0,3.0,0,0.75,2
2003-10-15,Indonesia,Yemen,AFC Asian Cup qualification,144.37,-7.0,-0.6,-3.0,6.0,0.0,1,0.0,1
2003-10-15,Mexico,Uruguay,Friendly,78.94,9.0,-1.0,-1.2,7.0,1.0,1,0.5,0
2003-10-15,Saudi Arabia,Bhutan,AFC Asian Cup qualification,340.81,-152.0,4.4,-3.2,14.0,3.0,0,0.5,2
2003-10-15,Syria,Sri Lanka,AFC Asian Cup qualification,117.0,-65.0,0.2,0.2,-4.0,0.0,0,0.5,2
2003-10-16,Thailand,India,Friendly,173.53,-68.0,0.8,0.6,1.0,0.0,0,0.5,2
2003-10-17,Yemen,Bhutan,AFC Asian Cup qualification,76.36,-85.0,2.2,-1.4,4.0,0.0,1,0.5,2
2003-10-17,Jordan,Lebanon,AFC Asian Cup qualification,54.5,-51.0,-0.4,0.6,2.0,0.0,0,0.2,2
2003-10-17,Saudi Arabia,Indonesia,AFC Asian Cup qualification,136.08,-60.0,3.2,-1.2,5.0,3.0,0,1.0,2
2003-10-18,Syria,Sri Lanka,AFC Asian Cup qualification,133.89,-65.0,1.4,-1.4,2.0,0.0,0,0.5,2
2003-10-19,Oman,Nepal,AFC Asian Cup qualification,259.09,-33.0,2.8,-5.4,4.0,0.0,0,0.5,2
2003-10-19,Singapore,Palestine,AFC Asian Cup qualification,49.98,-95.0,0.6,-0.2,5.0,0.0,0,0.5,2
2003-10-19,Turkmenistan,United Arab Emirates,AFC Asian Cup qualification,-9.56,71.0,0.8,-0.4,6.0,-1.0,0,0.5,2
2003-10-19,Vietnam,South Korea,AFC Asian Cup qualification,-194.17,27.5,-3.0,2.8,-3.0,-4.0,1,0.3333,2
2003-10-20,Bahrain,Myanmar,AFC Asian Cup qualification,100.4,-64.0,0.4,0.4,1.0,0.0,0,0.5,2
2003-10-20,Iraq,Malaysia,AFC Asian Cup qualification,151.35,-9.0,0.6,0.6,6.0,0.0,1,0.5,2
2003-10-21,Oman,South Korea,AFC Asian Cup qualification,-100.22,11.5,-0.2,0.0,1.0,-4.0,0,0.5,2
2003-10-21,Nepal,Vietnam,AFC Asian Cup qualification,-212.0,17.0,-1.2,4.0,-9.0,0.0,1,0.5,0
2003-10-22,India,Rwanda,Afro-Asian Games,-112.79,-20.0,-0.2,1.4,-8.0,0.0,0,0.5,2
2003-10-22,Singapore,Palestine,AFC Asian Cup qualification,71.41,-95.0,1.0,0.0,8.0,0.0,0,0.5,1
2003-10-22,Bahrain,Malaysia,AFC Asian Cup qualification,73.35,-3.0,1.2,0.6,2.0,0.0,0,0.5,2
2003-10-22,Myanmar,Iraq,AFC Asian Cup qualification,-211.11,70.0,-2.2,2.0,-10.0,0.0,1,0.5,0
2003-10-23,Burkina Faso,Zimbabwe,Afro-Asian Games,-96.0,43.0,0.2,-0.2,-3.0,0.0,1,0.5,0
2003-10-24,Bahrain,Iraq,AFC Asian Cup qualification,-88.56,6.0,-0.6,1.2,-3.0,0.0,0,0.75,2
2003-10-24,Myanmar,Malaysia,AFC Asian Cup qualification,-40.83,61.0,-1.2,1.4,-5.0,0.0,1,0.5,2
2003-10-24,Nepal,South Korea,AFC Asian Cup qualification,-358.18,44.5,-4.6,6.4,-9.0,-4.0,1,0.5,0
2003-10-24,Oman,Vietnam,AFC Asian Cup qualification,66.59,-16.0,1.8,-1.6,3.0,0.0,0,0.5,2
2003-10-27,North Korea,Iran,AFC Asian Cup qualification,-121.26,0.0,-1.0,0.2,-1.0,-1.0,0,0.25,0
2003-10-29,India,Zimbabwe,Afro-Asian Games,-176.74,89.0,-1.4,1.0,-8.0,0.0,0,0.5,2
2003-10-30,United Arab Emirates,Turkmenistan,AFC Asian Cup qualification,-16.12,-71.0,-1.2,0.4,-12.0,1.0,0,0.5,1
2003-10-31,Rwanda,Zimbabwe,Afro-Asian Games,-78.43,109.0,-1.6,-0.6,-2.0,0.0,1,0.5,1
2003-11-03,Lebanon,North Korea,AFC Asian Cup qualification,-18.76,56.5,0.2,-0.8,3.0,0.0,0,0.5,1
2003-11-06,Thailand,Tajikistan,AFC Asian Cup qualification,103.01,-80.0,-2.6,0.2,-3.0,0.0,1,0.5,0
2003-11-06,Uzbekistan,Hong Kong,AFC Asian Cup qualification,105.41,-42.0,-4.2,0.2,-9.0,0.0,0,0.5,2
2003-11-07,Syria,United Arab Emirates,AFC Asian Cup qualification,7.23,37.0,3.4,-0.8,8.0,-1.0,0,0.6,0
2003-11-08,Gabon,Burkina Faso,Friendly,18.27,-42.0,0.0,0.0,-2.0,0.0,0,0.375,1
2003-11-08,Hong Kong,Tajikistan,AFC Asian Cup qualification,-84.94,-36.0,-0.4,1.2,-2.0,0.0,1,0.5,1
2003-11-08,Uzbekistan,Thailand,AFC Asian Cup qualification,-32.7,2.0,1.0,0.0,2.0,0.0,0,0.6667,2
2003-11-09,Mozambique,Eswatini,Friendly,22.46,3.0,-0.4,-0.4,-3.0,0.0,0,0.3,2
2003-11-09,Turkmenistan,Sri Lanka,AFC Asian Cup qualification,157.44,-31.0,0.2,-2.0,3.0,0.0,0,0.5,2
2003-11-10,Hong Kong,Thailand,AFC Asian Cup qualification,-139.08,44.0,0.6,0.4,4.0,0.0,1,0.6,2
2003-11-10,Uzbekistan,Tajikistan,AFC Asian Cup qualification,54.78,-78.0,-1.2,0.4,0.0,0.0,0,0.5,1
2003-11-11,Uganda,Tanzania,Friendly,138.19,12.0,1.6,-0.6,4.0,0.0,0,0.5294,2
2003-11-12,Equatorial Guinea,São Tomé and Príncipe,Friendly,-43.43,46.5,-0.2,-0.4,2.0,0.0,0,0.5,2
2003-11-12,Iran,North Korea,AFC Asian Cup qualification,138.54,0.0,1.6,0.2,3.0,1.0,0,0.2,2
2003-11-12,Lebanon,Jordan,AFC Asian Cup qualification,-74.93,51.0,0.0,-0.4,-1.0,0.0,0,0.2727,0
2003-11-12,Poland,Italy,Friendly,-142.52,18.0,-1.2,1.2,-4.0,-3.0,0,0.5,2
2003-11-12,Turkmenistan,Sri Lanka,AFC Asian Cup qualification,171.82,-31.0,0.2,-3.0,7.0,0.0,0,0.5,2
2003-11-14,Mauritania,Zimbabwe,FIFA World Cup qualification,-274.08,80.0,-2.6,0.4,-8.0,0.0,0,0.5,2
2003-11-14,United Arab Emirates,Syria,AFC Asian Cup qualification,18.29,-37.0,-3.2,0.0,-5.0,1.0,0,0.5,2
2003-11-14,Algeria,Niger,FIFA World Cup qualification,127.7,-51.0,0.4,-0.6,7.0,0.0,0,0.5,2
2003-11-14,Mali,Guinea-Bissau,FIFA World Cup qualification,201.71,-48.0,-0.6,-1.4,7.0,0.0,0,0.8333,2
2003-11-15,Zambia,Seychelles,FIFA World Cup qualification,161.6,-115.0,1.4,0.2,3.0,0.0,0,0.5,1
2003-11-15,Uruguay,Chile,FIFA World Cup qualification,115.12,-31.0,1.8,0.8,1.0,1.0,0,0.625,2
2003-11-15,Spain,Norway,UEFA Euro qualification,163.55,1.0,1.4,-0.2,3.0,2.0,0,0.3333,2
2003-11-15,Senegal,Ivory Coast,Friendly,34.52,-53.5,-0.4,-0.6,3.0,1.0,0,0.5714,2
2003-11-15,Scotland,Netherlands,UEFA Euro qualification,-236.36,16.0,-1.2,-0.2,-5.0,-1.0,0,0.4,2
2003-11-15,Russia,Wales,UEFA Euro qualification,116.57,-20.0,1.6,-0.8,4.0,3.0,0,0.5,1
2003-11-15,Portugal,Greece,Friendly,83.1,2.0,1.0,1.0,-6.0,0.0,0,0.75,1
2003-11-15,Namibia,Rwanda,FIFA World Cup qualification,-195.28,-5.0,-0.8,0.8,-7.0,0.0,0,0.5,1
2003-11-15,Morocco,Burkina Faso,Friendly,160.52,-56.0,0.2,-0.8,4.0,2.0,0,0.3333,2
2003-11-15,Malawi,Ethiopia,FIFA World Cup qualification,9.2,-32.0,0.4,0.8,-2.0,0.0,0,0.5,1
2003-11-15,Paraguay,Ecuador,FIFA World Cup qualification,12.92,3.0,0.2,1.4,1.0,1.0,0,0.8571,2
2003-11-15,Kenya,Tanzania,FIFA World Cup qualification,195.76,-4.0,0.8,-1.0,7.0,0.0,0,0.4615,2
2003-11-15,Latvia,Turkey,UEFA Euro qualification,-240.8,57.0,-1.0,0.6,2.0,-1.0,0,0.5,2
2003-11-15,Argentina,Bolivia,FIFA World Cup qualification,321.62,-77.0,0.6,-0.6,1.0,3.0,0,0.8333,2
2003-11-15,Colombia,Venezuela,FIFA World Cup qualification,143.38,-90.0,-0.6,-0.2,-2.0,3.0,0,0.2727,0
2003-11-15,Croatia,Slovenia,UEFA Euro qualification,84.78,-18.0,0.0,-0.2,4.0,1.0,0,0.1667,1
2003-11-15,Albania,Estonia,Friendly,-23.31,-46.0,1.4,0.8,3.0,0.0,0,0.5,2
2003-11-15,Egypt,South Africa,Friendly,-14.65,-103.0,1.2,0.4,-3.0,-1.0,0,0.6,2
2003-11-15,Gabon,Burundi,FIFA World Cup qualification,90.65,-45.0,1.4,-1.4,6.0,0.0,0,0.5,2
2003-11-15,Germany,France,Friendly,-112.56,-18.0,-1.2,0.4,-4.0,2.0,0,0.6667,0
2003-11-15,Czech Republic,Canada,Friendly,189.3,47.5,2.6,-1.4,7.0,0.0,0,0.5,2
2003-11-16,Liberia,Gambia,FIFA World Cup qualification,-12.68,-20.5,-1.0,0.2,-4.0,0.0,0,1.0,2
2003-11-16,Sierra Leone,Congo,FIFA World Cup qualification,-22.51,-11.0,-0.2,0.0,-4.0,0.0,0,0.6667,1
2003-11-16,Poland,Serbia,Friendly,14.46,-27.0,0.6,-0.6,2.0,0.0,0,0.5,2
2003-11-16,Peru,Brazil,FIFA World Cup qualification,-262.6,75.0,0.4,0.4,-8.0,-4.0,0,0.5,1
2003-11-16,Mozambique,Guinea,FIFA World Cup qualification,-108.0,44.0,-0.2,0.6,-8.0,0.0,0,0.6667,0
2003-11-16,Mauritius,Uganda,FIFA World Cup qualification,-93.21,20.0,0.2,0.0,5.0,0.0,0,1.0,2
2003-11-16,Libya,São Tomé and Príncipe,FIFA World Cup qualification,41.0,32.5,1.6,-1.2,6.0,0.0,0,0.5,2
2003-11-16,Togo,Equatorial Guinea,FIFA World Cup qualification,103.12,-50.0,0.8,-0.2,1.0,0.0,0,0.5,2
2003-11-16,Lesotho,Botswana,FIFA World Cup qualification,-29.76,3.0,-0.4,1.6,-1.0,0.0,0,0.3333,1
2003-11-16,Honduras,Finland,Friendly,9.64,-4.0,-0.6,-0.4,0.0,0.0,1,0.5,0
2003-11-16,Italy,Romania,Friendly,76.36,-9.0,0.2,0.0,5.0,1.0,0,0.6667,2
2003-11-16,Ghana,Somalia,FIFA World Cup qualification,119.04,-124.0,1.0,1.4,0.0,0.0,0,0.5,2
2003-11-16,Eritrea,Sudan,FIFA World Cup qualification,-82.58,78.0,-2.0,0.6,-7.0,0.0,0,0.8,1
2003-11-16,England,Denmark,Friendly,32.81,-4.0,0.4,-0.2,5.0,1.0,0,0.5,0
2003-11-16,Cape Verde,Eswatini,FIFA World Cup qualification,96.98,0.5,0.8,-0.8,0.0,0.0,0,0.5,2
2003-11-16,Benin,Madagascar,FIFA World Cup qualification,-25.28,53.0,0.4,-0.6,8.0,0.0,0,0.5,2
2003-11-16,Angola,Chad,FIFA World Cup qualification,72.53,-53.0,0.8,0.0,-3.0,0.0,0,0.5,2
2003-11-16,Jamaica,El Salvador,Friendly,61.9,17.0,-0.6,-0.2,1.0,1.0,0,0.7143,2
2003-11-17,Tajikistan,Uzbekistan,AFC Asian Cup qualification,-50.87,78.0,1.0,-0.2,-2.0,0.0,1,0.4,0
2003-11-17,Thailand,Hong Kong,AFC Asian Cup qualification,104.58,-44.0,0.0,-0.8,-5.0,0.0,0,0.6667,2
2003-11-18,Venezuela,Bolivia,FIFA World Cup qualification,16.9,38.0,-0.8,0.0,-1.0,-1.0,0,0.5,2
2003-11-18,United Arab Emirates,Sri Lanka,AFC Asian Cup qualification,181.05,-102.0,1.4,-2.4,4.0,1.0,0,0.6667,2
2003-11-18,South Korea,Bulgaria,Friendly,34.35,78.5,3.0,0.2,1.0,2.0,0,0.5,0
2003-11-18,Jordan,North Korea,AFC Asian Cup qualification,75.13,5.5,0.8,-1.0,7.0,0.0,0,0.5,2
2003-11-18,Egypt,Sweden,Friendly,-10.32,17.0,1.0,0.6,-3.0,-2.0,0,0.5,2
2003-11-18,Chile,Paraguay,FIFA World Cup qualification,-107.52,-21.0,-0.4,-0.6,-2.0,-1.0,0,0.75,0
2003-11-18,Republic of Ireland,Canada,Friendly,129.87,-51.0,0.4,-1.6,0.0,3.0,0,0.5,2
2003-11-19,Norway,Spain,UEFA Euro qualification,-177.58,-1.0,-1.8,0.4,-6.0,-2.0,0,0.5,0
2003-11-19,Turkmenistan,Afghanistan,FIFA World Cup qualification,101.8,-74.0,1.0,-2.0,10.0,0.0,0,0.5,2
2003-11-19,Turkey,Latvia,UEFA Euro qualification,200.8,-57.0,0.4,-0.6,-3.0,1.0,0,0.5,1
2003-11-19,Tunisia,South Africa,Friendly,-10.04,-86.0,-0.8,-0.2,-10.0,0.0,0,0.5,2
2003-11-19,Wales,Russia,UEFA Euro qualification,-108.49,20.0,-1.2,0.8,-7.0,-3.0,0,0.5,0
2003-11-19,Thailand,Tajikistan,AFC Asian Cup qualification,60.46,-80.0,1.0,0.0,1.0,0.0,0,0.5,2
2003-11-19,Slovenia,Croatia,UEFA Euro qualification,-78.79,18.0,0.2,0.2,-4.0,-1.0,0,0.1429,0
2003-11-19,Qatar,Singapore,AFC Asian Cup qualification,115.08,-37.0,0.4,-0.6,-2.0,0.0,0,0.8,2
2003-11-19,Portugal,Kuwait,Friendly,123.73,-38.0,-1.2,0.6,-4.0,1.0,0,0.5,2
2003-11-19,Netherlands,Scotland,UEFA Euro qualification,196.56,-16.0,0.8,0.6,-1.0,1.0,0,0.5,2
2003-11-19,Trinidad and Tobago,Cuba,Friendly,-58.58,-82.0,0.2,-0.2,-6.0,0.0,0,0.8571,2
2003-11-19,Mexico,Iceland,Friendly,206.25,-21.0,0.4,0.0,3.0,3.0,1,0.5,1
2003-11-19,Morocco,Mali,Friendly,63.4,-28.0,-0.2,-0.2,0.0,2.0,0,0.875,0
2003-11-19,Brazil,Uruguay,FIFA World Cup qualification,136.44,-13.0,-1.4,-1.0,2.0,2.0,0,0.5,1
2003-11-19,Costa Rica,Finland,Friendly,51.83,-7.0,-0.8,0.6,-1.0,2.0,0,0.5,2
2003-11-19,Ecuador,Peru,FIFA World Cup qualification,48.6,-13.0,-0.4,0.0,1.0,1.0,0,0.2857,1
2003-11-19,Colombia,Argentina,FIFA World Cup qualification,-202.9,25.0,-2.4,0.6,-10.0,-1.0,0,0.3333,1
2003-11-19,Hong Kong,Uzbekistan,AFC Asian Cup qualification,-134.05,42.0,-1.8,1.8,-8.0,0.0,1,0.5,0
2003-11-19,Hungary,Estonia,Friendly,61.44,-96.0,2.0,0.0,5.0,0.0,0,0.5,0
2003-11-19,Japan,Cameroon,Friendly,-29.27,44.0,0.4,0.4,-6.0,-2.0,0,0.5,1
2003-11-19,Lebanon,Iran,AFC Asian Cup qualification,-173.56,56.5,-2.0,0.6,-5.0,-1.0,0,0.3333,0
2003-11-19,Ghana,Somalia,FIFA World Cup qualification,135.8,-124.0,1.4,-0.2,4.0,0.0,0,0.5,2
2003-11-20,Luxembourg,Moldova,Friendly,-158.47,-46.0,-0.4,-0.8,-6.0,0.0,0,0.5,0
2003-11-21,Tajikistan,Hong Kong,AFC Asian Cup qualification,59.37,36.0,-0.2,-1.0,1.0,0.0,1,0.5,2
2003-11-21,Thailand,Uzbekistan,AFC Asian Cup qualification,-9.34,-2.0,-1.2,0.8,-7.0,0.0,0,0.7143,2
2003-11-22,United Arab Emirates,Sri Lanka,AFC Asian Cup qualification,194.08,-102.0,1.8,-3.0,10.0,1.0,0,0.75,2
2003-11-23,Afghanistan,Turkmenistan,FIFA World Cup qualification,-119.68,74.0,-3.0,4.0,-10.0,0.0,0,0.5,0
2003-11-23,Taiwan,Macau,FIFA World Cup qualification,16.2,-62.5,1.8,0.0,3.0,0.0,0,0.5,2
2003-11-26,Bangladesh,Tajikistan,FIFA World Cup qualification,-89.99,-22.0,1.4,0.2,3.0,0.0,0,0.5,0
2003-11-28,Iran,Lebanon,AFC Asian Cup qualification,187.02,-56.5,2.0,-1.4,8.0,1.0,0,0.25,2
2003-11-28,Syria,Turkmenistan,AFC Asian Cup qualification,-63.6,-34.0,-0.4,1.2,-7.0,0.0,0,0.5,1
2003-11-29,Laos,Sri Lanka,FIFA World Cup qualification,-4.21,-20.0,1.0,-0.8,4.0,0.0,0,0.5,1
2003-11-29,Macau,Taiwan,FIFA World Cup qualification,-40.03,62.5,-2.0,1.0,-6.0,0.0,0,0.6667,0
2003-11-29,Mongolia,Maldives,FIFA World Cup qualification,54.81,33.0,0.6,0.8,-1.0,0.0,0,0.5,0
2003-11-29,Pakistan,Kyrgyzstan,FIFA World Cup qualification,-78.97,40.5,0.0,-0.2,2.0,0.0,0,0.5,0
2003-11-29,Singapore,Qatar,Friendly,-132.09,37.0,-1.0,0.6,-4.0,0.0,0,0.8333,0
2003-11-30,Uganda,Eritrea,CECAFA Cup,124.02,-97.0,1.2,0.0,1.0,0.0,1,0.5,2
2003-11-30,Tajikistan,Bangladesh,FIFA World Cup qualification,108.65,22.0,-0.4,-0.6,2.0,0.0,0,0.5,2
2003-11-30,Sudan,Zanzibar,CECAFA Cup,48.99,6.5,1.6,0.0,4.0,0.0,0,0.5,2
2003-12-02,Kenya,Eritrea,CECAFA Cup,199.27,-113.0,0.6,-1.0,4.0,0.0,1,1.0,2
2003-12-02,Rwanda,Zanzibar,CECAFA Cup,116.93,58.5,1.2,0.0,4.0,0.0,1,0.6667,1
2003-12-03,Kyrgyzstan,Pakistan,FIFA World Cup qualification,98.38,-40.5,0.4,-0.6,4.0,0.0,0,0.5,2
2003-12-03,Maldives,Mongolia,FIFA World Cup qualification,-25.9,-33.0,-0.6,-0.6,1.0,0.0,0,0.5,2
2003-12-03,Sri Lanka,Laos,FIFA World Cup qualification,3.91,20.0,-0.8,0.2,-4.0,0.0,0,0.5,2
2003-12-04,Uganda,Kenya,CECAFA Cup,-64.84,16.0,0.2,0.8,-3.0,0.0,1,0.1667,1
2003-12-04,Sudan,Rwanda,CECAFA Cup,-42.39,-52.0,0.4,-0.8,5.0,0.0,0,0.5,2
2003-12-04,Hong Kong,South Korea,EAFF Championship,-215.26,14.5,-4.4,0.4,-5.0,-4.0,1,0.3333,0
2003-12-04,Japan,China PR,EAFF Championship,76.92,10.0,0.2,-0.8,-1.0,1.0,0,0.4444,2
2003-12-07,South Korea,China PR,EAFF Championship,57.28,48.5,1.4,-0.4,4.0,3.0,1,0.0625,2
2003-12-08,Kenya,Rwanda,CECAFA Cup,78.9,-87.0,0.4,-1.6,8.0,0.0,1,0.2857,1
2003-12-08,Sudan,Uganda,CECAFA Cup,-33.03,19.0,0.6,-1.0,5.0,0.0,0,0.4615,1
2003-12-10,China PR,Hong Kong,EAFF Championship,158.75,-63.0,0.0,-0.2,2.0,1.0,1,0.2,2
2003-12-10,Japan,South Korea,EAFF Championship,28.73,-38.5,-1.6,-0.6,-2.0,-2.0,0,0.2222,1
2003-12-10,Sudan,Kenya,CECAFA Cup,-89.28,35.0,0.4,-0.8,2.0,0.0,0,0.4286,0
2003-12-10,Uganda,Rwanda,CECAFA Cup,14.7,-71.0,0.0,-0.6,4.0,0.0,1,0.6,2
2003-12-11,Malta,Poland,Friendly,-351.52,53.0,-1.2,1.4,-8.0,-1.0,0,0.5,0
2003-12-12,Bahrain,Iraq,Prime Minister's Cup,-57.32,6.0,0.4,0.2,3.0,0.0,0,0.8,1
2003-12-12,Kenya,Egypt,Prime Minister's Cup,-78.19,55.0,-1.4,0.8,2.0,-1.0,1,0.5,0
2003-12-13,Botswana,Zimbabwe,Friendly,-176.36,85.0,-0.8,-1.2,-2.0,0.0,0,0.5,0
2003-12-14,Lithuania,Poland,Friendly,-242.26,73.0,-0.8,0.2,-3.0,-1.0,1,0.5,0
2003-12-14,United Arab Emirates,Azerbaijan,Friendly,235.95,-111.0,1.6,-1.8,9.0,1.0,0,0.5,1
2003-12-15,Iraq,Kenya,Prime Minister's Cup,51.08,6.0,1.2,-0.2,2.0,0.0,1,0.5,2
2003-12-15,Bahrain,Egypt,Prime Minister's Cup,-99.81,67.0,0.2,0.8,-1.0,-1.0,0,0.5,0
2003-12-16,Kuwait,Lebanon,Friendly,117.61,-90.0,2.2,0.6,12.0,0.0,1,0.4286,2
2003-12-17,Saudi Arabia,Estonia,Friendly,270.78,-84.0,4.4,-1.4,14.0,3.0,0,0.5,1
2003-12-18,Bahrain,Kenya,Prime Minister's Cup,-0.48,12.0,1.2,-0.4,5.0,0.0,0,0.5,2
2003-12-18,Egypt,Iraq,Prime Minister's Cup,44.9,-61.0,-1.2,-0.8,5.0,1.0,1,0.5,2
2003-12-18,Kuwait,Lebanon,Friendly,131.08,-90.0,2.2,0.0,12.0,0.0,1,0.5,1
2003-12-20,Latvia,Kuwait,Friendly,-139.46,28.0,-0.2,-0.8,-3.0,0.0,1,0.5,0
2003-12-20,Oman,Estonia,Friendly,161.56,-16.0,3.4,-1.0,11.0,0.0,0,0.5,2
2003-12-20,Saudi Arabia,Azerbaijan,Friendly,369.64,-122.0,2.6,-2.4,11.0,3.0,0,0.5,2
2003-12-21,Qatar,Iraq,Friendly,-30.47,-30.0,0.4,-0.4,1.0,0.0,0,0.3333,1
2003-12-21,United Arab Emirates,Kenya,Friendly,-5.66,-17.0,2.2,-0.2,9.0,1.0,0,0.5,1
2003-12-26,Bermuda,Barbados,Friendly,-3.88,-56.0,2.0,0.2,3.0,0.0,0,0.5,0
2003-12-26,Kuwait,Oman,Gulf Cup,15.23,-45.0,-1.6,1.0,1.0,0.0,0,0.2727,1
2003-12-26,United Arab Emirates,Saudi Arabia,Gulf Cup,-147.48,11.0,-0.2,1.0,-2.0,-2.0,1,0.4,0
2003-12-27,Andalusia,Latvia,Friendly,81.8,5.5,1.0,0.2,-10.0,0.0,0,0.5,2
2003-12-27,Basque Country,Uruguay,Friendly,-89.55,88.5,0.8,-0.2,-8.0,-2.0,0,0.5,2
2003-12-27,Bahamas,Haiti,Friendly,-98.32,32.0,-0.6,1.4,0.0,0.0,1,0.3333,0
2003-12-27,Bahrain,Qatar,Gulf Cup,-19.91,36.0,0.2,0.6,2.0,0.0,1,0.4444,1
2003-12-28,Yemen,Oman,Gulf Cup,-172.17,-1.0,0.2,1.2,-6.0,0.0,1,0.5,1
2003-12-28,Catalonia,Ecuador,Friendly,-48.0,39.5,1.0,0.0,-7.0,-1.0,0,0.5,2
2003-12-29,Kuwait,United Arab Emirates,Gulf Cup,77.01,12.0,-1.4,0.0,-1.0,-1.0,0,0.6667,0
2003-12-29,Saudi Arabia,Qatar,Gulf Cup,105.72,-4.0,1.6,0.0,6.0,3.0,1,0.1818,1
2003-12-30,Bahrain,Yemen,Gulf Cup,141.83,-27.0,-2.2,-0.4,0.0,0.0,1,0.5,2
2003-12-31,Oman,United Arab Emirates,Gulf Cup,41.91,57.0,-0.2,-0.8,-1.0,-1.0,1,0.4545,2
2004-01-01,Bahrain,Saudi Arabia,Gulf Cup,-112.85,40.0,-0.2,0.8,-5.0,-3.0,1,0.5556,0
2004-01-01,Bermuda,Barbados,Friendly,-23.66,-56.0,0.8,0.4,3.0,0.0,0,0.3333,0
2004-01-01,Kuwait,Yemen,Gulf Cup,173.01,-44.0,-1.0,-1.8,5.0,0.0,0,0.5,2
2004-01-03,Oman,Bahrain,Gulf Cup,30.79,28.0,0.2,-0.4,4.0,0.0,1,0.4167,0
2004-01-03,United Arab Emirates,Qatar,Gulf Cup,-56.2,7.0,0.6,1.8,0.0,1.0,1,0.3636,1
2004-01-04,Kuwait,Saudi Arabia,Gulf Cup,-98.82,23.0,0.2,0.2,-3.0,-3.0,0,0.5,1
2004-01-05,Qatar,Yemen,Gulf Cup,176.4,-63.0,-1.2,-2.4,4.0,0.0,1,0.5,2
2004-01-06,Oman,Saudi Arabia,Gulf Cup,-109.35,68.0,0.2,0.4,-3.0,-3.0,1,0.2,0
2004-01-07,United Arab Emirates,Bahrain,Gulf Cup,-44.72,-29.0,-0.8,0.6,-3.0,1.0,1,0.25,0
